CUSTID,SDATE,店舗,商品,数量,単価,小計
101867,2025-03-06,店舗1,商品12,3,194,582
103303,2025-03-06,店舗1,商品12,3,194,582
103303,2025-03-06,店舗1,商品12,4,194,776
103417,2025-03-06,店舗1,商品12,4,194,776
103958,2025-03-06,店舗1,商品12,3,194,582
103958,2025-03-06,店舗1,商品12,2,194,388
105156,2025-03-06,店舗1,商品12,4,194,776
105325,2025-03-06,店舗1,商品12,2,194,388
105325,2025-03-06,店舗1,商品12,3,194,582
105615,2025-03-06,店舗1,商品12,3,194,582
105615,2025-03-06,店舗1,商品12,2,194,388
100664,2025-03-06,店舗2,商品08,2,194,388
100981,2025-03-06,店舗2,商品07,3,172,516
102485,2025-03-06,店舗2,商品04,3,194,582
102485,2025-03-06,店舗2,商品06,1,194,194
102560,2025-03-06,店舗2,商品04,2,194,388
103511,2025-03-06,店舗2,商品05,2,194,388
103600,2025-03-06,店舗2,商品09,1,172,172
103898,2025-03-06,店舗2,商品04,2,194,388
104347,2025-03-06,店舗2,商品01,1,172,172
104373,2025-03-06,店舗2,商品08,4,194,776
104448,2025-03-06,店舗2,商品05,2,194,388
104880,2025-03-06,店舗2,商品07,3,172,516
104880,2025-03-06,店舗2,商品07,4,172,688
104880,2025-03-06,店舗2,商品07,2,172,344
104880,2025-03-06,店舗2,商品07,4,172,688
104880,2025-03-06,店舗2,商品07,2,172,344
104880,2025-03-06,店舗2,商品07,2,172,344
105376,2025-03-06,店舗2,商品05,2,194,388
105890,2025-03-06,店舗2,商品08,2,194,388
101275,2025-03-07,店舗1,商品12,5,194,970
101293,2025-03-07,店舗1,商品12,5,194,970
101324,2025-03-07,店舗1,商品09,3,172,516
101324,2025-03-07,店舗1,商品09,6,172,1032
101324,2025-03-07,店舗1,商品09,3,172,516
101324,2025-03-07,店舗1,商品10,4,194,776
101324,2025-03-07,店舗1,商品10,3,194,582
101324,2025-03-07,店舗1,商品10,4,194,776
101324,2025-03-07,店舗1,商品11,1,594,594
101354,2025-03-07,店舗1,商品12,7,194,1358
101839,2025-03-07,店舗1,商品12,3,194,582
102568,2025-03-07,店舗1,商品12,5,194,970
102599,2025-03-07,店舗1,商品12,4,194,776
103465,2025-03-07,店舗1,商品12,2,194,388
103933,2025-03-07,店舗1,商品12,1,194,194
104017,2025-03-07,店舗1,商品12,2,194,388
100303,2025-03-07,店舗2,商品09,1,172,172
100303,2025-03-07,店舗2,商品09,1,172,172
100303,2025-03-07,店舗2,商品09,5,172,860
101559,2025-03-07,店舗2,商品08,2,194,388
101852,2025-03-07,店舗2,商品04,4,194,776
102817,2025-03-07,店舗2,商品07,1,172,172
102817,2025-03-07,店舗2,商品09,4,172,688
102931,2025-03-07,店舗2,商品04,2,194,388
102931,2025-03-07,店舗2,商品05,2,194,388
103350,2025-03-07,店舗2,商品09,2,172,344
103400,2025-03-07,店舗2,商品08,3,194,582
104776,2025-03-07,店舗2,商品07,2,172,344
104977,2025-03-07,店舗2,商品06,3,194,582
104977,2025-03-07,店舗2,商品09,3,172,516
105063,2025-03-07,店舗2,商品08,2,194,388
105628,2025-03-07,店舗2,商品07,2,172,344
105667,2025-03-07,店舗2,商品09,2,172,344
105745,2025-03-07,店舗2,商品01,3,172,516
105860,2025-03-07,店舗2,商品09,2,172,344
100587,2025-03-08,店舗1,商品12,7,194,1358
101065,2025-03-08,店舗1,商品12,5,194,970
101273,2025-03-08,店舗1,商品12,11,194,2134
101427,2025-03-08,店舗1,商品12,4,194,776
101482,2025-03-08,店舗1,商品12,10,194,1940
101528,2025-03-08,店舗1,商品12,8,194,1552
102375,2025-03-08,店舗1,商品12,5,194,970
102530,2025-03-08,店舗1,商品12,3,194,582
102724,2025-03-08,店舗1,商品12,7,194,1358
102818,2025-03-08,店舗1,商品12,5,194,970
103433,2025-03-08,店舗1,商品06,5,194,970
103433,2025-03-08,店舗1,商品12,3,194,582
103964,2025-03-08,店舗1,商品12,4,194,776
104130,2025-03-08,店舗1,商品12,5,194,970
104174,2025-03-08,店舗1,商品01,9,172,1548
104174,2025-03-08,店舗1,商品01,6,172,1032
104283,2025-03-08,店舗1,商品12,5,194,970
104389,2025-03-08,店舗1,商品12,7,194,1358
104429,2025-03-08,店舗1,商品12,8,194,1552
104997,2025-03-08,店舗1,商品12,6,194,1164
105068,2025-03-08,店舗1,商品12,4,194,776
105068,2025-03-08,店舗1,商品12,6,194,1164
105068,2025-03-08,店舗1,商品12,4,194,776
105171,2025-03-08,店舗1,商品12,6,194,1164
105245,2025-03-08,店舗1,商品12,11,194,2134
105755,2025-03-08,店舗1,商品12,7,194,1358
100406,2025-03-08,店舗2,商品07,1,172,172
100719,2025-03-08,店舗2,商品07,2,172,344
101687,2025-03-08,店舗2,商品04,2,194,388
103317,2025-03-08,店舗2,商品09,2,172,344
103562,2025-03-08,店舗2,商品09,4,172,688
100138,2025-03-09,店舗1,商品12,5,194,970
100331,2025-03-09,店舗1,商品12,4,194,776
100542,2025-03-09,店舗1,商品12,6,194,1164
100604,2025-03-09,店舗1,商品12,9,194,1746
100728,2025-03-09,店舗1,商品12,3,194,582
101105,2025-03-09,店舗1,商品12,7,194,1358
101105,2025-03-09,店舗1,商品12,6,194,1164
101105,2025-03-09,店舗1,商品12,5,194,970
101105,2025-03-09,店舗1,商品12,5,194,970
101105,2025-03-09,店舗1,商品12,6,194,1164
102071,2025-03-09,店舗1,商品12,4,194,776
102368,2025-03-09,店舗1,商品11,2,594,1188
102368,2025-03-09,店舗1,商品11,1,594,594
102391,2025-03-09,店舗1,商品12,11,194,2134
102397,2025-03-09,店舗1,商品12,7,194,1358
103082,2025-03-09,店舗1,商品12,5,194,970
103082,2025-03-09,店舗1,商品12,6,194,1164
103115,2025-03-09,店舗1,商品12,5,194,970
103182,2025-03-09,店舗1,商品12,4,194,776
103182,2025-03-09,店舗1,商品12,6,194,1164
103182,2025-03-09,店舗1,商品12,5,194,970
103402,2025-03-09,店舗1,商品12,5,194,970
103939,2025-03-09,店舗1,商品12,4,194,776
104337,2025-03-09,店舗1,商品12,6,194,1164
104448,2025-03-09,店舗1,商品12,4,194,776
104448,2025-03-09,店舗1,商品12,8,194,1552
104567,2025-03-09,店舗1,商品01,3,172,516
105019,2025-03-09,店舗1,商品12,4,194,776
105676,2025-03-09,店舗1,商品12,3,194,582
105742,2025-03-09,店舗1,商品12,2,194,388
104871,2025-03-09,店舗2,商品04,1,194,194
105005,2025-03-09,店舗2,商品09,1,172,172
105005,2025-03-09,店舗2,商品09,2,172,344
105188,2025-03-09,店舗2,商品06,1,194,194
105541,2025-03-09,店舗2,商品08,2,194,388
100532,2025-03-10,店舗1,商品12,4,194,776
104075,2025-03-10,店舗1,商品12,4,194,776
104508,2025-03-10,店舗1,商品12,3,194,582
104595,2025-03-10,店舗1,商品12,4,194,776
104921,2025-03-10,店舗1,商品12,7,194,1358
105339,2025-03-10,店舗1,商品12,8,194,1552
105598,2025-03-10,店舗1,商品10,5,194,970
100020,2025-03-10,店舗2,商品09,1,172,172
100239,2025-03-10,店舗2,商品09,2,172,344
100239,2025-03-10,店舗2,商品09,2,172,344
100836,2025-03-10,店舗2,商品07,2,172,344
101083,2025-03-10,店舗2,商品09,2,172,344
101386,2025-03-10,店舗2,商品09,2,172,344
101803,2025-03-10,店舗2,商品04,1,194,194
101803,2025-03-10,店舗2,商品08,2,194,388
102029,2025-03-10,店舗2,商品07,3,172,516
103082,2025-03-10,店舗2,商品01,1,172,172
103082,2025-03-10,店舗2,商品04,1,194,194
103082,2025-03-10,店舗2,商品08,3,194,582
103312,2025-03-10,店舗2,商品05,3,194,582
103463,2025-03-10,店舗2,商品09,3,172,516
103463,2025-03-10,店舗2,商品09,2,172,344
103463,2025-03-10,店舗2,商品09,2,172,344
103463,2025-03-10,店舗2,商品09,2,172,344
103647,2025-03-10,店舗2,商品04,2,194,388
103754,2025-03-10,店舗2,商品06,3,194,582
104623,2025-03-10,店舗2,商品04,3,194,582
101121,2025-03-11,店舗1,商品12,3,194,582
102122,2025-03-11,店舗1,商品12,3,194,582
102143,2025-03-11,店舗1,商品12,4,194,776
102521,2025-03-11,店舗1,商品12,3,194,582
103374,2025-03-11,店舗1,商品12,4,194,776
103704,2025-03-11,店舗1,商品12,4,194,776
103704,2025-03-11,店舗1,商品12,4,194,776
103704,2025-03-11,店舗1,商品12,4,194,776
104942,2025-03-11,店舗1,商品12,7,194,1358
100303,2025-03-11,店舗2,商品05,1,194,194
100353,2025-03-11,店舗2,商品04,3,194,582
100468,2025-03-11,店舗2,商品07,2,172,344
100501,2025-03-11,店舗2,商品07,2,172,344
100891,2025-03-11,店舗2,商品05,4,194,776
101136,2025-03-11,店舗2,商品09,1,172,172
101136,2025-03-11,店舗2,商品09,1,172,172
101136,2025-03-11,店舗2,商品09,2,172,344
101136,2025-03-11,店舗2,商品09,2,172,344
101263,2025-03-11,店舗2,商品05,3,194,582
101263,2025-03-11,店舗2,商品05,3,194,582
101770,2025-03-11,店舗2,商品07,1,172,172
101770,2025-03-11,店舗2,商品07,3,172,516
101892,2025-03-11,店舗2,商品09,3,172,516
101892,2025-03-11,店舗2,商品09,3,172,516
102825,2025-03-11,店舗2,商品04,3,194,582
103462,2025-03-11,店舗2,商品04,2,194,388
103687,2025-03-11,店舗2,商品07,1,172,172
103800,2025-03-11,店舗2,商品01,1,172,172
101363,2025-03-12,店舗1,商品12,3,194,582
102393,2025-03-12,店舗1,商品12,5,194,970
102800,2025-03-12,店舗1,商品12,4,194,776
102800,2025-03-12,店舗1,商品12,5,194,970
103084,2025-03-12,店舗1,商品12,4,194,776
103084,2025-03-12,店舗1,商品12,2,194,388
103084,2025-03-12,店舗1,商品12,3,194,582
103933,2025-03-12,店舗1,商品12,2,194,388
104948,2025-03-12,店舗1,商品12,3,194,582
104948,2025-03-12,店舗1,商品12,3,194,582
104976,2025-03-12,店舗1,商品12,5,194,970
105484,2025-03-12,店舗1,商品12,2,194,388
100312,2025-03-12,店舗2,商品08,2,194,388
100464,2025-03-12,店舗2,商品09,3,172,516
100464,2025-03-12,店舗2,商品09,4,172,688
101449,2025-03-12,店舗2,商品08,2,194,388
101490,2025-03-12,店舗2,商品09,3,172,516
102665,2025-03-12,店舗2,商品07,3,172,516
102899,2025-03-12,店舗2,商品05,2,194,388
102899,2025-03-12,店舗2,商品08,2,194,388
102918,2025-03-12,店舗2,商品05,4,194,776
103176,2025-03-12,店舗2,商品08,3,194,582
103453,2025-03-12,店舗2,商品08,2,194,388
104204,2025-03-12,店舗2,商品09,4,172,688
104249,2025-03-12,店舗2,商品04,3,194,582
104296,2025-03-12,店舗2,商品03,1,421,421
104296,2025-03-12,店舗2,商品03,1,421,421
105154,2025-03-12,店舗2,商品07,4,172,688
105350,2025-03-12,店舗2,商品04,2,194,388
100130,2025-03-13,店舗1,商品12,4,194,776
100766,2025-03-13,店舗1,商品12,4,194,776
100766,2025-03-13,店舗1,商品12,5,194,970
100985,2025-03-13,店舗1,商品01,5,172,860
101731,2025-03-13,店舗1,商品12,5,194,970
103559,2025-03-13,店舗1,商品12,4,194,776
103819,2025-03-13,店舗1,商品12,6,194,1164
105269,2025-03-13,店舗1,商品06,5,194,970
101029,2025-03-13,店舗2,商品08,3,194,582
101167,2025-03-13,店舗2,商品09,2,172,344
101403,2025-03-13,店舗2,商品01,3,172,516
101713,2025-03-13,店舗2,商品08,2,194,388
101713,2025-03-13,店舗2,商品08,2,194,388
102279,2025-03-13,店舗2,商品01,2,172,344
102865,2025-03-13,店舗2,商品07,2,172,344
103337,2025-03-13,店舗2,商品09,2,172,344
103458,2025-03-13,店舗2,商品08,2,194,388
103820,2025-03-13,店舗2,商品09,3,172,516
103820,2025-03-13,店舗2,商品09,2,172,344
104464,2025-03-13,店舗2,商品03,1,421,421
104464,2025-03-13,店舗2,商品07,1,172,172
104464,2025-03-13,店舗2,商品07,2,172,344
104464,2025-03-13,店舗2,商品07,2,172,344
104464,2025-03-13,店舗2,商品07,3,172,516
104464,2025-03-13,店舗2,商品07,3,172,516
104468,2025-03-13,店舗2,商品09,2,172,344
104644,2025-03-13,店舗2,商品09,3,172,516
105745,2025-03-13,店舗2,商品09,2,172,344
100355,2025-03-14,店舗1,商品12,5,194,970
101848,2025-03-14,店舗1,商品12,3,194,582
102446,2025-03-14,店舗1,商品12,4,194,776
102952,2025-03-14,店舗1,商品12,3,194,582
103559,2025-03-14,店舗1,商品12,7,194,1358
103559,2025-03-14,店舗1,商品12,5,194,970
103559,2025-03-14,店舗1,商品12,3,194,582
103647,2025-03-14,店舗1,商品12,6,194,1164
103933,2025-03-14,店舗1,商品12,4,194,776
104640,2025-03-14,店舗1,商品12,4,194,776
104640,2025-03-14,店舗1,商品12,5,194,970
104640,2025-03-14,店舗1,商品12,6,194,1164
104967,2025-03-14,店舗1,商品12,4,194,776
100501,2025-03-14,店舗2,商品08,2,194,388
100949,2025-03-14,店舗2,商品09,2,172,344
101633,2025-03-14,店舗2,商品01,7,172,1204
101633,2025-03-14,店舗2,商品01,2,172,344
101687,2025-03-14,店舗2,商品08,1,194,194
102306,2025-03-14,店舗2,商品08,3,194,582
103421,2025-03-14,店舗2,商品09,2,172,344
103443,2025-03-14,店舗2,商品04,1,194,194
103443,2025-03-14,店舗2,商品04,2,194,388
103443,2025-03-14,店舗2,商品04,2,194,388
103564,2025-03-14,店舗2,商品07,4,172,688
103690,2025-03-14,店舗2,商品09,2,172,344
103815,2025-03-14,店舗2,商品09,4,172,688
104066,2025-03-14,店舗2,商品04,2,194,388
104450,2025-03-14,店舗2,商品05,2,194,388
104450,2025-03-14,店舗2,商品06,1,194,194
104450,2025-03-14,店舗2,商品07,2,172,344
105556,2025-03-14,店舗2,商品07,3,172,516
105559,2025-03-14,店舗2,商品08,3,194,582
105839,2025-03-14,店舗2,商品07,3,172,516
100138,2025-03-15,店舗1,商品12,6,194,1164
100985,2025-03-15,店舗1,商品12,7,194,1358
100988,2025-03-15,店舗1,商品12,7,194,1358
101276,2025-03-15,店舗1,商品12,5,194,970
101306,2025-03-15,店舗1,商品12,6,194,1164
101380,2025-03-15,店舗1,商品07,9,172,1548
101380,2025-03-15,店舗1,商品07,4,172,688
101380,2025-03-15,店舗1,商品07,6,172,1032
101380,2025-03-15,店舗1,商品11,3,594,1782
101618,2025-03-15,店舗1,商品12,6,194,1164
101829,2025-03-15,店舗1,商品12,4,194,776
102468,2025-03-15,店舗1,商品12,6,194,1164
102510,2025-03-15,店舗1,商品12,5,194,970
102899,2025-03-15,店舗1,商品04,4,194,776
103025,2025-03-15,店舗1,商品12,6,194,1164
103121,2025-03-15,店舗1,商品09,6,172,1032
103121,2025-03-15,店舗1,商品10,4,194,776
103378,2025-03-15,店舗1,商品12,9,194,1746
104068,2025-03-15,店舗1,商品12,9,194,1746
104410,2025-03-15,店舗1,商品12,5,194,970
104508,2025-03-15,店舗1,商品12,7,194,1358
104598,2025-03-15,店舗1,商品12,4,194,776
104598,2025-03-15,店舗1,商品12,6,194,1164
104704,2025-03-15,店舗1,商品12,5,194,970
105038,2025-03-15,店舗1,商品12,10,194,1940
105040,2025-03-15,店舗1,商品12,5,194,970
105040,2025-03-15,店舗1,商品12,6,194,1164
105260,2025-03-15,店舗1,商品12,4,194,776
100904,2025-03-15,店舗2,商品09,1,172,172
102754,2025-03-15,店舗2,商品06,1,194,194
102754,2025-03-15,店舗2,商品06,1,194,194
102754,2025-03-15,店舗2,商品06,2,194,388
102931,2025-03-15,店舗2,商品07,2,172,344
103670,2025-03-15,店舗2,商品09,2,172,344
105423,2025-03-15,店舗2,商品04,1,194,194
105423,2025-03-15,店舗2,商品04,1,194,194
100098,2025-03-16,店舗1,商品12,5,194,970
100327,2025-03-16,店舗1,商品12,5,194,970
100600,2025-03-16,店舗1,商品12,6,194,1164
100973,2025-03-16,店舗1,商品12,4,194,776
101481,2025-03-16,店舗1,商品12,6,194,1164
101536,2025-03-16,店舗1,商品06,5,194,970
101850,2025-03-16,店舗1,商品12,7,194,1358
101942,2025-03-16,店舗1,商品12,4,194,776
101942,2025-03-16,店舗1,商品12,6,194,1164
102377,2025-03-16,店舗1,商品04,2,194,388
102862,2025-03-16,店舗1,商品12,6,194,1164
103082,2025-03-16,店舗1,商品12,6,194,1164
103587,2025-03-16,店舗1,商品12,4,194,776
103671,2025-03-16,店舗1,商品12,6,194,1164
103671,2025-03-16,店舗1,商品12,9,194,1746
103815,2025-03-16,店舗1,商品12,6,194,1164
103815,2025-03-16,店舗1,商品12,6,194,1164
103987,2025-03-16,店舗1,商品12,8,194,1552
104068,2025-03-16,店舗1,商品12,8,194,1552
104068,2025-03-16,店舗1,商品12,7,194,1358
104100,2025-03-16,店舗1,商品12,4,194,776
104387,2025-03-16,店舗1,商品12,8,194,1552
104387,2025-03-16,店舗1,商品12,5,194,970
105164,2025-03-16,店舗1,商品12,6,194,1164
105357,2025-03-16,店舗1,商品12,8,194,1552
105592,2025-03-16,店舗1,商品12,8,194,1552
102831,2025-03-16,店舗2,商品07,1,172,172
103226,2025-03-16,店舗2,商品09,1,172,172
103226,2025-03-16,店舗2,商品09,1,172,172
105514,2025-03-16,店舗2,商品07,1,172,172
105514,2025-03-16,店舗2,商品07,1,172,172
105514,2025-03-16,店舗2,商品07,1,172,172
105514,2025-03-16,店舗2,商品07,1,172,172
105514,2025-03-16,店舗2,商品07,1,172,172
105557,2025-03-16,店舗2,商品09,1,172,172
101573,2025-03-17,店舗1,商品12,3,194,582
103262,2025-03-17,店舗1,商品12,7,194,1358
103657,2025-03-17,店舗1,商品12,5,194,970
103722,2025-03-17,店舗1,商品12,5,194,970
103788,2025-03-17,店舗1,商品12,3,194,582
104092,2025-03-17,店舗1,商品12,6,194,1164
104833,2025-03-17,店舗1,商品12,6,194,1164
100464,2025-03-17,店舗2,商品09,3,172,516
100826,2025-03-17,店舗2,商品08,2,194,388
101050,2025-03-17,店舗2,商品07,3,172,516
101517,2025-03-17,店舗2,商品06,2,194,388
101666,2025-03-17,店舗2,商品01,4,172,688
101892,2025-03-17,店舗2,商品01,3,172,516
102389,2025-03-17,店舗2,商品07,3,172,516
102665,2025-03-17,店舗2,商品01,2,172,344
102715,2025-03-17,店舗2,商品04,4,194,776
103516,2025-03-17,店舗2,商品09,3,172,516
104571,2025-03-17,店舗2,商品08,5,194,970
104598,2025-03-17,店舗2,商品08,2,194,388
105611,2025-03-17,店舗2,商品09,4,172,688
105611,2025-03-17,店舗2,商品09,3,172,516
100550,2025-03-18,店舗1,商品12,4,194,776
101175,2025-03-18,店舗1,商品12,3,194,582
101175,2025-03-18,店舗1,商品12,3,194,582
102521,2025-03-18,店舗1,商品12,4,194,776
102521,2025-03-18,店舗1,商品12,3,194,582
104097,2025-03-18,店舗1,商品12,3,194,582
104561,2025-03-18,店舗1,商品04,4,194,776
104561,2025-03-18,店舗1,商品04,4,194,776
104738,2025-03-18,店舗1,商品12,2,194,388
104738,2025-03-18,店舗1,商品12,3,194,582
105863,2025-03-18,店舗1,商品12,3,194,582
100303,2025-03-18,店舗2,商品09,1,172,172
100303,2025-03-18,店舗2,商品09,2,172,344
100426,2025-03-18,店舗2,商品01,2,172,344
100532,2025-03-18,店舗2,商品07,3,172,516
100878,2025-03-18,店舗2,商品04,3,194,582
100878,2025-03-18,店舗2,商品04,3,194,582
100878,2025-03-18,店舗2,商品06,2,194,388
101028,2025-03-18,店舗2,商品08,3,194,582
101028,2025-03-18,店舗2,商品08,2,194,388
101500,2025-03-18,店舗2,商品01,2,172,344
102163,2025-03-18,店舗2,商品08,2,194,388
102188,2025-03-18,店舗2,商品04,5,194,970
102390,2025-03-18,店舗2,商品04,2,194,388
102391,2025-03-18,店舗2,商品09,1,172,172
102717,2025-03-18,店舗2,商品09,1,172,172
103980,2025-03-18,店舗2,商品09,4,172,688
105514,2025-03-18,店舗2,商品04,6,194,1164
100415,2025-03-19,店舗1,商品12,4,194,776
100415,2025-03-19,店舗1,商品12,5,194,970
102236,2025-03-19,店舗1,商品12,4,194,776
102703,2025-03-19,店舗1,商品12,4,194,776
103025,2025-03-19,店舗1,商品12,4,194,776
103394,2025-03-19,店舗1,商品12,4,194,776
103669,2025-03-19,店舗1,商品10,5,194,970
103669,2025-03-19,店舗1,商品11,1,594,594
103759,2025-03-19,店舗1,商品12,5,194,970
105868,2025-03-19,店舗1,商品04,6,194,1164
100037,2025-03-19,店舗2,商品04,3,194,582
100231,2025-03-19,店舗2,商品08,3,194,582
100985,2025-03-19,店舗2,商品09,3,172,516
101136,2025-03-19,店舗2,商品07,4,172,688
102112,2025-03-19,店舗2,商品08,2,194,388
102279,2025-03-19,店舗2,商品05,3,194,582
102380,2025-03-19,店舗2,商品09,4,172,688
102936,2025-03-19,店舗2,商品08,4,194,776
103869,2025-03-19,店舗2,商品05,3,194,582
104239,2025-03-19,店舗2,商品06,2,194,388
104239,2025-03-19,店舗2,商品08,2,194,388
105514,2025-03-19,店舗2,商品09,3,172,516
105611,2025-03-19,店舗2,商品07,4,172,688
105838,2025-03-19,店舗2,商品07,4,172,688
100474,2025-03-20,店舗1,商品12,5,194,970
100694,2025-03-20,店舗1,商品12,7,194,1358
100876,2025-03-20,店舗1,商品12,5,194,970
101401,2025-03-20,店舗1,商品12,5,194,970
101401,2025-03-20,店舗1,商品12,9,194,1746
101731,2025-03-20,店舗1,商品12,4,194,776
102397,2025-03-20,店舗1,商品12,5,194,970
102621,2025-03-20,店舗1,商品12,5,194,970
102649,2025-03-20,店舗1,商品12,10,194,1940
102825,2025-03-20,店舗1,商品12,9,194,1746
103246,2025-03-20,店舗1,商品12,7,194,1358
103255,2025-03-20,店舗1,商品12,11,194,2134
103859,2025-03-20,店舗1,商品01,5,172,860
105068,2025-03-20,店舗1,商品12,7,194,1358
105102,2025-03-20,店舗1,商品12,5,194,970
105382,2025-03-20,店舗1,商品12,5,194,970
105407,2025-03-20,店舗1,商品12,4,194,776
105498,2025-03-20,店舗1,商品12,8,194,1552
100564,2025-03-20,店舗2,商品09,2,172,344
100931,2025-03-20,店舗2,商品04,1,194,194
101970,2025-03-20,店舗2,商品10,1,194,194
102417,2025-03-20,店舗2,商品04,2,194,388
102417,2025-03-20,店舗2,商品08,1,194,194
102912,2025-03-20,店舗2,商品08,1,194,194
102912,2025-03-20,店舗2,商品08,2,194,388
102912,2025-03-20,店舗2,商品08,1,194,194
103098,2025-03-20,店舗2,商品01,2,172,344
103098,2025-03-20,店舗2,商品01,1,172,172
104472,2025-03-20,店舗2,商品09,3,172,516
100610,2025-03-21,店舗1,商品12,4,132,528
100610,2025-03-21,店舗1,商品12,7,132,924
100692,2025-03-21,店舗1,商品12,6,132,792
100702,2025-03-21,店舗1,商品12,4,132,528
100711,2025-03-21,店舗1,商品12,8,132,1056
100774,2025-03-21,店舗1,商品12,4,132,528
100867,2025-03-21,店舗1,商品12,5,132,660
102374,2025-03-21,店舗1,商品12,5,132,660
102865,2025-03-21,店舗1,商品12,7,132,924
103266,2025-03-21,店舗1,商品12,4,132,528
105059,2025-03-21,店舗1,商品12,5,132,660
105324,2025-03-21,店舗1,商品12,5,132,660
105431,2025-03-21,店舗1,商品12,5,132,660
105431,2025-03-21,店舗1,商品12,5,132,660
105431,2025-03-21,店舗1,商品12,4,132,528
105841,2025-03-21,店舗1,商品12,7,132,924
100227,2025-03-21,店舗2,商品07,6,117,702
100280,2025-03-21,店舗2,商品09,6,117,702
100726,2025-03-21,店舗2,商品09,3,117,351
101110,2025-03-21,店舗2,商品07,2,117,234
101229,2025-03-21,店舗2,商品09,2,117,234
101625,2025-03-21,店舗2,商品04,2,132,264
101959,2025-03-21,店舗2,商品08,3,132,396
102208,2025-03-21,店舗2,商品08,5,132,660
102226,2025-03-21,店舗2,商品08,4,132,528
102717,2025-03-21,店舗2,商品08,6,132,792
102717,2025-03-21,店舗2,商品08,2,132,264
102717,2025-03-21,店舗2,商品08,3,132,396
103053,2025-03-21,店舗2,商品07,4,117,468
103077,2025-03-21,店舗2,商品07,4,117,468
103600,2025-03-21,店舗2,商品07,3,117,351
104018,2025-03-21,店舗2,商品06,3,132,396
104291,2025-03-21,店舗2,商品02,1,297,297
104389,2025-03-21,店舗2,商品06,2,132,264
104389,2025-03-21,店舗2,商品07,4,117,468
104730,2025-03-21,店舗2,商品07,2,117,234
105185,2025-03-21,店舗2,商品09,3,117,351
105206,2025-03-21,店舗2,商品01,2,117,234
100400,2025-03-22,店舗1,商品12,7,132,924
100587,2025-03-22,店舗1,商品12,6,132,792
101128,2025-03-22,店舗1,商品12,7,132,924
101147,2025-03-22,店舗1,商品11,3,594,1782
101271,2025-03-22,店舗1,商品12,14,132,1848
101408,2025-03-22,店舗1,商品12,3,132,396
101940,2025-03-22,店舗1,商品12,4,132,528
102485,2025-03-22,店舗1,商品12,4,132,528
102521,2025-03-22,店舗1,商品12,7,132,924
102552,2025-03-22,店舗1,商品12,7,132,924
102818,2025-03-22,店舗1,商品12,10,132,1320
102820,2025-03-22,店舗1,商品12,6,132,792
102947,2025-03-22,店舗1,商品11,2,594,1188
102976,2025-03-22,店舗1,商品12,8,132,1056
102999,2025-03-22,店舗1,商品12,9,132,1188
103054,2025-03-22,店舗1,商品12,4,132,528
103303,2025-03-22,店舗1,商品12,9,132,1188
103339,2025-03-22,店舗1,商品12,3,132,396
103339,2025-03-22,店舗1,商品12,12,132,1584
103350,2025-03-22,店舗1,商品12,7,132,924
103369,2025-03-22,店舗1,商品10,11,132,1452
103400,2025-03-22,店舗1,商品12,7,132,924
103400,2025-03-22,店舗1,商品12,4,132,528
103524,2025-03-22,店舗1,商品12,3,132,396
103763,2025-03-22,店舗1,商品12,7,132,924
103916,2025-03-22,店舗1,商品12,6,132,792
104068,2025-03-22,店舗1,商品12,12,132,1584
104097,2025-03-22,店舗1,商品12,11,132,1452
104097,2025-03-22,店舗1,商品12,8,132,1056
104097,2025-03-22,店舗1,商品12,8,132,1056
104225,2025-03-22,店舗1,商品12,7,132,924
104225,2025-03-22,店舗1,商品12,8,132,1056
104225,2025-03-22,店舗1,商品12,8,132,1056
104596,2025-03-22,店舗1,商品12,7,132,924
105468,2025-03-22,店舗1,商品12,3,132,396
105755,2025-03-22,店舗1,商品07,8,117,936
100027,2025-03-22,店舗2,商品07,2,117,234
100027,2025-03-22,店舗2,商品07,2,117,234
100170,2025-03-22,店舗2,商品03,1,421,421
101548,2025-03-22,店舗2,商品01,2,117,234
102236,2025-03-22,店舗2,商品08,1,132,132
105264,2025-03-22,店舗2,商品09,2,117,234
105264,2025-03-22,店舗2,商品09,2,117,234
105376,2025-03-22,店舗2,商品01,3,117,351
105679,2025-03-22,店舗2,商品08,2,132,264
100345,2025-03-23,店舗1,商品12,6,132,792
100418,2025-03-23,店舗1,商品12,4,132,528
100570,2025-03-23,店舗1,商品12,6,132,792
100713,2025-03-23,店舗1,商品12,6,132,792
100716,2025-03-23,店舗1,商品12,10,132,1320
100716,2025-03-23,店舗1,商品12,8,132,1056
100944,2025-03-23,店舗1,商品12,5,132,660
100944,2025-03-23,店舗1,商品12,6,132,792
100944,2025-03-23,店舗1,商品12,5,132,660
101403,2025-03-23,店舗1,商品12,10,132,1320
101659,2025-03-23,店舗1,商品12,4,132,528
102291,2025-03-23,店舗1,商品05,9,132,1188
102291,2025-03-23,店舗1,商品12,7,132,924
102485,2025-03-23,店舗1,商品12,3,132,396
102609,2025-03-23,店舗1,商品12,4,132,528
102609,2025-03-23,店舗1,商品12,4,132,528
102806,2025-03-23,店舗1,商品01,7,117,819
102817,2025-03-23,店舗1,商品12,6,132,792
102922,2025-03-23,店舗1,商品12,5,132,660
102952,2025-03-23,店舗1,商品12,10,132,1320
102976,2025-03-23,店舗1,商品12,7,132,924
103049,2025-03-23,店舗1,商品12,6,132,792
